Id,SalePrice
1735,128983.086
1736,109996.72
1737,331005.25
1738,213945.62
1739,258234.31
1740,206339.62
1741,187538.8
1742,178728.25
1743,181792.69
1744,293008.8
1745,254003.31
1746,286226.25
1747,226371.77
1748,206460.38
1749,154432.38
1750,132839.17
1751,227460.22
1752,121723.49
1753,147127.66
1754,193633.39
1755,165009.58
1756,123245.06
1757,122383.77
1758,145591.9
1759,174853.2
1760,158365.17
1761,118344.78
1762,161326.58
1763,156208.19
1764,110977.945
1765,168033.39
1766,167350.81
1767,195026.94
1768,147204.8
1769,169447.14
1770,140426.58
1771,132115.4
1772,146258.55
1773,137979.64
1774,128747.24
1775,137858.44
1776,123300.836
1777,130859.56
1778,133565.89
1779,121831.195
1780,179401.39
1781,129420.88
1782,91392.625
1783,137218.95
1784,106411.28
1785,126398.8
1786,136767.1
1787,176307.95
1788,70030.89
1789,109140.03
1790,94953.055
1791,182817.75
1792,168984.48
1793,135433.23
1794,153171.06
1795,126606.016
1796,127780.29
1797,120542.31
1798,125733.28
1799,121201.56
1800,115824.87
1801,126485.88
1802,160054.44
1803,158438.8
1804,141378.7
1805,136177.05
1806,112687.63
1807,130216.45
1808,125512.984
1809,125545.14
1810,146285.64
1811,120968.5
1812,115048.125
1813,119166.13
1814,97688.0
1815,62896.09
1816,99777.7
1817,121937.484
1818,144237.7
1819,122572.99
1820,57077.28
1821,116816.555
1822,165580.69
1823,73232.35
1824,154138.31
1825,146489.56
1826,107871.945
1827,102143.586
1828,153047.08
1829,114329.516
1830,147986.77
1831,150842.77
1832,123646.555
1833,155365.8
1834,129036.266
1835,161756.45
1836,121210.16
1837,108094.44
1838,131667.42
1839,87295.97
1840,173653.25
1841,157024.52
1842,83864.39
1843,128497.46
1844,136517.08
1845,133385.36
1846,145135.22
1847,162169.2
1848,59419.75
1849,130493.26
1850,122387.55
1851,174118.4
1852,136660.55
1853,129362.92
1854,184232.81
1855,148021.03
1856,222046.84
1857,160912.89
1858,142661.9
1859,123229.27
1860,145281.27
1861,123229.27
1862,234898.23
1863,232422.75
1864,232422.75
1865,325897.16
1866,333072.0
1867,242576.3
1868,290673.6
1869,200273.08
1870,237001.45
1871,256520.14
1872,173163.62
1873,217564.98
1874,139568.31
1875,203234.84
1876,198948.47
1877,206532.69
1878,206815.6
1879,145790.19
1880,139637.19
1881,243358.9
1882,265555.12
1883,199163.67
1884,208556.02
1885,283444.4
1886,296238.97
1887,200819.8
1888,267272.88
1889,160072.14
1890,136206.98
1891,141363.47
1892,111130.945
1893,136033.4
1894,119945.4
1895,155260.73
1896,132656.16
1897,113555.78
1898,102185.086
1899,148151.75
1900,161436.53
1901,190381.88
1902,129732.68
1903,221104.16
1904,131125.44
1905,192659.28
1906,154292.75
1907,232797.08
1908,126657.15
1909,136531.19
1910,121247.38
1911,213477.36
1912,259477.97
1913,157753.45
1914,96387.25
1915,350162.12
1916,71769.9
1917,270591.9
1918,132476.08
1919,171734.14
1920,149874.39
1921,399976.62
1922,261217.78
1923,231501.86
1924,266855.72
1925,240448.11
1926,372578.7
1927,135597.56
1928,157775.8
1929,131523.11
1930,131622.4
1931,142436.33
1932,133180.86
1933,178578.78
1934,186404.64
1935,173735.88
1936,182589.84
1937,175944.98
1938,165352.5
1939,259823.67
1940,196795.58
1941,178330.39
1942,200070.16
1943,206841.25
1944,320683.53
1945,373603.66
1946,170433.97
1947,336038.47
1948,178337.06
1949,262597.7
1950,189323.89
1951,260852.81
1952,256251.98
1953,168263.48
1954,189347.55
1955,138728.31
1956,233327.11
1957,161647.06
1958,303285.03
1959,137198.33
1960,100321.74
1961,118108.25
1962,93776.43
1963,105284.64
1964,114303.37
1965,156495.17
1966,158007.3
1967,311920.9
1968,425581.44
1969,384088.7
1970,449314.12
1971,465609.84
1972,344244.97
1973,261348.78
1974,328594.47
1975,504298.72
1976,273541.53
1977,347870.22
1978,400142.16
1979,308264.7
1980,192055.25
1981,331723.8
1982,235933.8
1983,224091.77
1984,179422.53
1985,214374.8
1986,208810.84
1987,193785.55
1988,181536.73
1989,189836.11
1990,203642.4
1991,276463.25
1992,214929.14
1993,163228.42
1994,215559.31
1995,189977.0
1996,240046.88
1997,373069.66
1998,338745.4
1999,250440.81
2000,321777.25
2001,270217.53
2002,229705.1
2003,252260.44
2004,281268.9
2005,236071.61
2006,236350.64
2007,235088.03
2008,223106.66
2009,190938.97
2010,197320.97
2011,130562.18
2012,179877.92
2013,189484.81
2014,191281.0
2015,208282.78
2016,206314.48
2017,214852.12
2018,112093.12
2019,134582.23
2020,120484.914
2021,112370.06
2022,172379.39
2023,143710.69
2024,222191.66
2025,386022.38
2026,174136.83
2027,135392.4
2028,153440.7
2029,179727.95
2030,289923.56
2031,266082.9
2032,282980.78
2033,250725.45
2034,162450.89
2035,215698.52
2036,182415.77
2037,195311.3
2038,388922.0
2039,223108.83
2040,399970.28
2041,288987.9
2042,209235.53
2043,166861.14
2044,182076.52
2045,238217.23
2046,131821.47
2047,166798.81
2048,135376.67
2049,132887.47
2050,192374.19
2051,113215.27
2052,143524.38
2053,150946.83
2054,83793.805
2055,155392.34
2056,148090.52
2057,129066.72
2058,239302.56
2059,125352.45
2060,175929.77
2061,190486.06
2062,137709.98
2063,102892.82
2064,146990.7
2065,129657.61
2066,178070.73
2067,123216.82
2068,126462.07
2069,93682.78
2070,112254.88
2071,101489.04
2072,137155.73
2073,134399.58
2074,195218.25
2075,140416.5
2076,117277.734
2077,159615.97
2078,119763.08
2079,127420.414
2080,118387.82
2081,121475.51
2082,135901.5
2083,141807.25
2084,104901.31
2085,128886.61
2086,132819.0
2087,118501.9
2088,95372.93
2089,83655.58
2090,134879.47
2091,117958.266
2092,146824.22
2093,122218.09
2094,137978.42
2095,148152.25
2096,87451.42
2097,112372.83
2098,140460.55
2099,75888.57
2100,113620.234
2101,129088.31
2102,132104.89
2103,106395.61
2104,131287.38
2105,143630.83
2106,75411.766
2107,235543.12
2108,112675.72
2109,110271.88
2110,141048.05
2111,157845.45
2112,134663.48
2113,134586.67
2114,106639.24
2115,160008.73
2116,113389.734
2117,166407.73
2118,116608.766
2119,118784.266
2120,123144.19
2121,127672.945
2122,110775.95
2123,78854.05
2124,172589.8
2125,138028.16
2126,170363.1
2127,173903.08
2128,131894.5
2129,105066.766
2130,154791.25
2131,167132.03
2132,118515.625
2133,125546.67
2134,112477.78
2135,102961.88
2136,82022.98
2137,106278.1
2138,128800.83
2139,135251.6
2140,133737.25
2141,140137.69
2142,140115.66
2143,141002.78
2144,115533.67
2145,136539.39
2146,160058.88
2147,167781.19
2148,138356.47
2149,147265.14
2150,264203.06
2151,124524.555
2152,187853.83
2153,156796.08
2154,116624.586
2155,129305.63
2156,239031.39
2157,250103.44
2158,251058.62
2159,219014.88
2160,187491.31
2161,263472.03
2162,320068.94
2163,336604.12
2164,252459.89
2165,197692.6
2166,146222.66
2167,210510.36
2168,215673.28
2169,194347.2
2170,225129.81
2171,141885.08
2172,134555.39
2173,169451.12
2174,242473.58
2175,294525.1
2176,343422.5
2177,234691.08
2178,222714.86
2179,145980.47
2180,214232.6
2181,190289.4
2182,231749.52
2183,197507.73
2184,138735.81
2185,112767.914
2186,145707.4
2187,146273.81
2188,159536.98
2189,182755.2
2190,83605.07
2191,88974.164
2192,97162.74
2193,90214.984
2194,104581.945
2195,110982.45
2196,102986.95
2197,114460.16
2198,156212.52
2199,171472.2
2200,133977.22
2201,133623.67
2202,209291.55
2203,155063.31
2204,179938.95
2205,119494.94
2206,147786.23
2207,235867.23
2208,244147.23
2209,218524.12
2210,131684.31
2211,112163.39
2212,118653.96
2213,113300.37
2214,128854.04
2215,101037.24
2216,138749.56
2217,96847.85
2218,101735.03
2219,83775.92
2220,97560.734
2221,352155.66
2222,268864.84
2223,281141.72
2224,219647.9
2225,131173.16
2226,176972.16
2227,201177.31
2228,281850.53
2229,232078.58
2230,161119.16
2231,214940.9
2232,195793.27
2233,157430.05
2234,290391.1
2235,211112.95
2236,276552.44
2237,369231.6
2238,205411.92
2239,116029.984
2240,163414.8
2241,154727.58
2242,132972.2
2243,136613.42
2244,91616.26
2245,86461.96
2246,149802.9
2247,115128.945
2248,125450.42
2249,127566.71
2250,127644.0
2251,91539.77
2252,174058.62
2253,161453.94
2254,183906.17
2255,192347.44
2256,190213.11
2257,183906.34
2258,174143.42
2259,179183.75
2260,150183.0
2261,175259.86
2262,205141.28
2263,326717.4
2264,432900.66
2265,169149.47
2266,308242.5
2267,338900.75
2268,397881.84
2269,163883.83
2270,179171.48
2271,262507.2
2272,205980.48
2273,161919.16
2274,181918.0
2275,158733.56
2276,178135.02
2277,198136.62
2278,162078.7
2279,128104.836
2280,119408.9
2281,179356.06
2282,184072.42
2283,102084.78
2284,110692.74
2285,145533.36
2286,125045.2
2287,348958.28
2288,262987.53
2289,371608.8
2290,446262.84
2291,320230.66
2292,435019.22
2293,496980.66
2294,410546.28
2295,465271.8
2296,299419.84
2297,327235.03
2298,323697.47
2299,355655.12
2300,321471.5
2301,284201.38
2302,237295.22
2303,240917.9
2304,237382.03
2305,176165.72
2306,173076.62
2307,188332.12
2308,214167.7
2309,306078.4
2310,230539.66
2311,191880.4
2312,192715.33
2313,169304.84
2314,179313.97
2315,172745.19
2316,192934.98
2317,178711.33
2318,181045.0
2319,188360.3
2320,191467.0
2321,256022.95
2322,175616.23
2323,186705.61
2324,174612.2
2325,211556.88
2326,172519.84
2327,211578.52
2328,232086.86
2329,189444.42
2330,175244.03
2331,370404.44
2332,443213.66
2333,326795.7
2334,250930.23
2335,274544.9
2336,326385.22
2337,212611.77
2338,312407.78
2339,221927.11
2340,380869.12
2341,211000.19
2342,244239.66
2343,225873.47
2344,234769.16
2345,239845.17
2346,232448.47
2347,204788.36
2348,238224.3
2349,155963.12
2350,302721.47
2351,249312.36
2352,219488.14
2353,241230.83
2354,128742.125
2355,154102.5
2356,149688.4
2357,190051.25
2358,218188.42
2359,125813.86
2360,118259.52
2361,144940.06
2362,283952.9
2363,136278.39
2364,133452.06
2365,224966.3
2366,182916.03
2367,198545.27
2368,204631.39
2369,212323.48
2370,181126.92
2371,180048.97
2372,177889.78
2373,298703.9
2374,326266.53
2375,266578.7
2376,292330.44
2377,324448.06
2378,137995.16
2379,193576.02
2380,141561.81
2381,158670.08
2382,196907.6
2383,210485.97
2384,263036.34
2385,159573.34
2386,133500.45
2387,139159.98
2388,103085.88
2389,122829.14
2390,133841.48
2391,135577.5
2392,117147.234
2393,161568.08
2394,137391.1
2395,190998.8
2396,148538.22
2397,213849.3
2398,125175.55
2399,59388.582
2400,55777.977
2401,120091.14
2402,140404.45
2403,131016.44
2404,140792.05
2405,165848.11
2406,144780.58
2407,131368.44
2408,138173.31
2409,135391.98
2410,179533.7
2411,123596.305
2412,152645.23
2413,136538.56
2414,137981.39
2415,128621.8
2416,133050.86
2417,140856.1
2418,120069.414
2419,120955.55
2420,128821.84
2421,162788.86
2422,126121.22
2423,130273.805
2424,150569.34
2425,163252.73
2426,120778.945
2427,133965.53
2428,161635.11
2429,116014.234
2430,124084.51
2431,95974.37
2432,136278.53
2433,152952.69
2434,137574.28
2435,140396.39
2436,111822.914
2437,102591.16
2438,121095.06
2439,102820.95
2440,123470.37
2441,97587.16
2442,96413.484
2443,114035.3
2444,130566.586
2445,85089.61
2446,148252.03
2447,221280.28
2448,146526.7
2449,109912.66
2450,165555.05
2451,127528.875
2452,202133.88
2453,104758.47
2454,138590.67
2455,116721.1
2456,145651.86
2457,129109.17
2458,115872.695
2459,121449.08
2460,147357.16
2461,127843.97
2462,156949.95
2463,122639.11
2464,172067.67
2465,139358.11
2466,120794.305
2467,164995.66
2468,93383.87
2469,84934.305
2470,174311.97
2471,181859.28
2472,174096.88
2473,120223.61
2474,106846.164
2475,205183.5
2476,120697.77
2477,126601.96
2478,149052.83
2479,96966.22
2480,130160.266
2481,127447.695
2482,142871.19
2483,117591.086
2484,119465.94
2485,126177.45
2486,152302.38
2487,161688.0
2488,156735.22
2489,146911.23
2490,160446.73
2491,95137.7
2492,172741.94
2493,141745.22
2494,179640.34
2495,97943.375
2496,220609.86
2497,151787.6
2498,111049.78
2499,105774.51
2500,132460.7
2501,141449.39
2502,148794.77
2503,95904.914
2504,190794.33
2505,229834.52
2506,278373.38
2507,287721.38
2508,276456.44
2509,226949.92
2510,231587.52
2511,181233.97
2512,212316.11
2513,209016.03
2514,220732.31
2515,152098.98
2516,160258.69
2517,139793.48
2518,163071.86
2519,210056.52
2520,211680.62
2521,186695.81
2522,216573.27
2523,129103.77
2524,143656.36
2525,147553.11
2526,138020.23
2527,99847.86
2528,127173.89
2529,136723.9
2530,112858.63
2531,244779.22
2532,217167.9
2533,200260.1
2534,236708.61
2535,327633.38
2536,222056.44
2537,236324.6
2538,191589.95
2539,192015.11
2540,169941.19
2541,186745.45
2542,146114.55
2543,122876.86
2544,144748.84
2545,130871.41
2546,136012.78
2547,133070.81
2548,138944.44
2549,159564.56
2550,248297.94
2551,136974.16
2552,124923.17
2553,81431.51
2554,118204.664
2555,132121.11
2556,93005.96
2557,112263.57
2558,164643.14
2559,142391.7
2560,136016.45
2561,132049.78
2562,151002.2
2563,156272.62
2564,171743.45
2565,142561.78
2566,148245.17
2567,129323.22
2568,185768.5
2569,179802.08
2570,133338.73
2571,172414.7
2572,182819.7
2573,274381.0
2574,274750.0
2575,137515.23
2576,129461.53
2577,176793.5
2578,89633.875
2579,76536.56
2580,129912.14
2581,141392.6
2582,128352.23
2583,293926.78
2584,159021.67
2585,166859.62
2586,200106.8
2587,185285.56
2588,165163.8
2589,145808.72
2590,214219.92
2591,195570.95
2592,223616.7
2593,265779.94
2594,184125.47
2595,198259.53
2596,317021.56
2597,188186.77
2598,283638.06
2599,301906.94
2600,197123.92
2601,142910.12
2602,77498.77
2603,78069.88
2604,84080.56
2605,86546.03
2606,145024.28
2607,172455.94
2608,215641.92
2609,171621.95
2610,117060.47
2611,149070.95
2612,145619.72
2613,130598.22
2614,124165.68
2615,155962.39
2616,135461.11
2617,187039.6
2618,163045.5
2619,235936.95
2620,188261.06
2621,179650.03
2622,180478.06
2623,247221.1
2624,305667.78
2625,327471.16
2626,166114.45
2627,171759.61
2628,421275.8
2629,612810.2
2630,365759.38
2631,476005.38
2632,412201.16
2633,334484.1
2634,381345.06
2635,147916.28
2636,169379.7
2637,169548.47
2638,261065.11
2639,190366.69
2640,147653.14
2641,103033.21
2642,201932.36
2643,114980.56
2644,123267.07
2645,100749.06
2646,93204.44
2647,100222.05
2648,145142.19
2649,161939.69
2650,148041.27
2651,142727.39
2652,472159.97
2653,252068.86
2654,243659.69
2655,326746.62
2656,272376.53
2657,377551.9
2658,295311.47
2659,317150.38
2660,359498.38
2661,323817.03
2662,317680.7
2663,273345.34
2664,289468.84
2665,314188.47
2666,277814.53
2667,160392.02
2668,184479.42
2669,163513.05
2670,314372.25
2671,186802.27
2672,185622.86
2673,201184.05
2674,199117.23
2675,172586.53
2676,190250.1
2677,191150.7
2678,237738.56
2679,245572.28
2680,265671.5
2681,440930.2
2682,341725.47
2683,528772.2
2684,321474.66
2685,340117.38
2686,270775.7
2687,382606.75
2688,225677.34
2689,230455.05
2690,464290.38
2691,195467.27
2692,131000.69
2693,194644.48
2694,121391.21
2695,192832.64
2696,186777.56
2697,206558.4
2698,196698.69
2699,185396.5
2700,161508.28
2701,138378.89
2702,107566.625
2703,149709.81
2704,134923.88
2705,115275.26
2706,123925.58
2707,120611.76
2708,138575.88
2709,117229.58
2710,127549.305
2711,288173.44
2712,377979.22
2713,173931.88
2714,150073.73
2715,172549.1
2716,167819.6
2717,193597.97
2718,231708.89
2719,178221.78
2720,171137.73
2721,137889.78
2722,150534.0
2723,131239.58
2724,135666.12
2725,127682.68
2726,144617.17
2727,170561.14
2728,192540.22
2729,152091.92
2730,146071.03
2731,129969.96
2732,119037.78
2733,160992.39
2734,130814.61
2735,129341.07
2736,145788.36
2737,121022.07
2738,127100.234
2739,151221.17
2740,142531.3
2741,149044.95
2742,163544.5
2743,151985.23
2744,156175.88
2745,138581.53
2746,130990.92
2747,170719.42
2748,128298.984
2749,124320.74
2750,148963.69
2751,138155.14
2752,207564.02
2753,162030.9
2754,213890.83
2755,136901.02
2756,92093.6
2757,110433.78
2758,77054.81
2759,170965.36
2760,128308.37
2761,141432.06
2762,151046.33
2763,188166.44
2764,161906.0
2765,283995.38
2766,142117.7
2767,91969.3
2768,128544.75
2769,127251.44
2770,144387.44
2771,114243.97
2772,111189.54
2773,169789.86
2774,136337.12
2775,107872.71
2776,144136.66
2777,140979.08
2778,116001.89
2779,140055.69
2780,111306.266
2781,106393.33
2782,94099.03
2783,107307.29
2784,125740.77
2785,144196.8
2786,83515.35
2787,122508.71
2788,80447.125
2789,205134.2
2790,105511.06
2791,119714.18
2792,79612.78
2793,181396.4
2794,118637.516
2795,117979.57
2796,109183.2
2797,225054.38
2798,142695.77
2799,131515.34
2800,78538.375
2801,105708.6
2802,136870.39
2803,148692.89
2804,152683.28
2805,108677.98
2806,79413.914
2807,146447.3
2808,144932.61
2809,127975.92
2810,142396.83
2811,160787.52
2812,146920.78
2813,149107.27
2814,147980.05
2815,106839.05
2816,271424.72
2817,147384.53
2818,135220.22
2819,164783.47
2820,128615.08
2821,120693.96
2822,210692.11
2823,250659.31
2824,171594.67
2825,155468.38
2826,114337.875
2827,142667.47
2828,204480.83
2829,187730.83
2830,218968.53
2831,176663.34
2832,228211.47
2833,333127.84
2834,208777.75
2835,214514.97
2836,191750.58
2837,161968.42
2838,144973.3
2839,183438.69
2840,200221.88
2841,213886.42
2842,223469.75
2843,157443.67
2844,149557.17
2845,122790.52
2846,209351.34
2847,198741.58
2848,230196.58
2849,203716.98
2850,275683.6
2851,246829.16
2852,208721.86
2853,246764.52
2854,142103.72
2855,208418.75
2856,209211.14
2857,185278.2
2858,204410.95
2859,127176.1
2860,119681.41
2861,121502.52
2862,198587.61
2863,118275.09
2864,240748.84
2865,143339.33
2866,134911.66
2867,95888.87
2868,119807.766
2869,116887.43
2870,152124.25
2871,103886.766
2872,66966.15
2873,105315.06
2874,139193.06
2875,132850.38
2876,146420.84
2877,147019.83
2878,187387.45
2879,143069.4
2880,101140.56
2881,153954.55
2882,175914.9
2883,166474.11
2884,194045.73
2885,220969.52
2886,230101.67
2887,94475.67
2888,130056.586
2889,65250.37
2890,74402.04
2891,134162.61
2892,84366.43
2893,116095.766
2894,74291.94
2895,340807.0
2896,294513.5
2897,208336.14
2898,168983.1
2899,237575.19
2900,171761.12
2901,204271.73
2902,192302.66
2903,360457.38
2904,331841.0
2905,105288.36
2906,201586.44
2907,120971.52
2908,132880.33
2909,145377.81
2910,69544.65
2911,75287.34
2912,151587.16
2913,85369.234
2914,74449.24
2915,75587.24
2916,79962.336
2917,171913.05
2918,109794.195
2919,210472.45
